"species" "EdHd" "MoBd" "JlHd" "EhBd" "BlBd" "HdBd" "PFiBd" "PFlBl" "CFdCPd" "Length" "Weight" "Eigen.1" "Eigen.2" "Eigen.3" "Eigen.4" "Eigen.5" "Eigen.6" "Eigen.7" "Eigen.8" "Eigen.9" "Eigen.10"
"23" "Acanthocobitis_mooreh" NA NA NA NA NA NA NA NA NA 0.732393767492885 NA 1.18353292459373 -0.429807498853722 0.386637618170701 -2.90067382798143 -5.51069994365934 0.383605623975934 0.469429013820781 0.22577298952759 0.00959936089698271 -2.41616892291344
"24" "Acanthocobitis_pavonacea" NA NA NA NA NA NA NA NA NA 0.954242509439325 NA 1.18363164243697 -0.429880126925893 0.386772452005647 -2.90199108338747 -5.5146770303628 0.383906987701245 0.469848910147339 0.226022354427123 0.00961103589251302 -2.41936543907215
"25" "Acanthocobitis_rubidipinnis" NA NA NA NA NA NA NA NA NA NA NA 1.18363164243697 -0.429880126925898 0.386772452005644 -2.90199108338748 -5.51467703036279 0.383906987701245 0.469848910147344 0.226022354427124 0.0096110358924599 -2.41936543907209
"26" "Acanthodoras_cataphractus" 0.0843191550052908 0.122430313782262 NA 0.193932352972494 0.764873841396949 0.183125623545239 0.0842101277105073 0.102805677877968 0.481134515401416 1.09691001300806 NA 1.18366544733065 -0.429904997556027 0.386818623901358 -2.90244215633637 -5.51603890366338 0.384010183351659 0.469992694092653 0.226107742969111 0.00961503367218209 -2.42045999250788
"27" "Acanthodoras_depressus" NA NA NA NA NA NA NA NA NA 0.959041410526609 NA 1.18366775175987 -0.42990669292619 0.386821771234732 -2.90247290345178 -5.51613173089662 0.384017217241823 0.47000249433702 0.226113562812491 0.00961530614474 -2.42053459155357
"28" "Acanthodoras_spinosissimus" 0.0682162305157594 0.106753830951319 0.172113232307941 0.174014153972882 0.684872689278749 0.200005115180168 0.0999911458238658 0.106457578567023 0.518341546729553 1.16731732911314 NA 1.18368018196313 -0.429915837826218 0.386838748051509 -2.902638754171 -5.5166324417832 0.384055158077111 0.470055356832309 0.226144954957423 0.00961677585518719 -2.42093697662728
"29" "Acanthogobio_guentheri" 0.107130042738016 0.0647508042215408 0.159735354664574 0.143800522919929 0.681774608256733 0.157051808815466 0.0768517279909673 0.0729020259665219 0.588896863760563 1.32221929473392 2.00860017176192 1.18368018196313 -0.429915837826217 0.386838748051507 -2.90263875417101 -5.5166324417832 0.38405515807711 0.470055356832314 0.226144954957426 0.00961677585518375 -2.42093697662729
"30" "Acanthogobius_flavimanus" 0.114490944674118 0.218654864856409 0.219933784662492 0.269195946562694 0.831236419605679 0.245305341694214 0.208930868360072 0.070690637061863 0.452461267798794 NA NA 1.18371027059751 -0.429937977239859 0.38687986070674 -2.90304046547421 -5.51784577542256 0.384147107076323 0.470183491807762 0.226221074314076 0.0096203402670096 -2.42191303592042
"31" "Acanthogobius_lactipes" 0.0982459452708188 0.172985794538882 0.208031690218332 0.252289071059746 0.836548287971205 0.28900138541089 0.222494281815228 0.0838563511508245 0.535119608534177 NA NA 1.18371090673605 -0.429938445256084 0.386880729579194 -2.90304895390808 -5.51787140395676 0.384149049079591 0.470186197644081 0.226222681239337 0.00962041550160132 -2.42193363454448
"32" "Acanthogobius_luridus" 0.130440519857257 0.136993293173758 0.150892811615828 0.228639085522982 0.838909954411896 0.248652931841177 0.189366139412703 0.0724740268415592 0.381862896256329 NA NA 1.18371090673605 -0.429938445256084 0.386880729579191 -2.90304895390808 -5.51787140395676 0.384149049079597 0.470186197644082 0.226222681239337 0.00962041550160005 -2.42193363454447
"33" "Acanthopagrus_berda" 0.0803231718635369 0.114029167638749 0.134381267400361 0.172274338698513 0.496392120362792 0.183635436589486 0.125400039121901 0.123582363992478 0.547865043067218 NA 3.50528567414413 1.1836956856241 -0.429927246604476 0.386859938255 -2.90284582759974 -5.51725807418015 0.384102573180548 0.470121439820689 0.226184221067108 0.00961861478104222 -2.42144059747688
"34" "Acanthopagrus_butcheri" 0.0994513130973412 0.118168686914742 0.146126795529573 0.178088018811757 0.529900277007209 0.164676242385176 0.142106761745314 0.140485609799417 0.534700165392665 NA 3.602168551379 1.1836956856241 -0.429927246604474 0.386859938254999 -2.90284582759974 -5.51725807418016 0.38410257318055 0.470121439820687 0.226184221067103 0.00961861478104137 -2.42144059747688
"35" "Acanthopagrus_latus" NA NA NA NA NA NA NA NA NA NA 3.17638069224327 1.18369912043097 -0.429929773643724 0.386864629715413 -2.90289166079724 -5.51739645559622 0.384113059046382 0.470136050029976 0.226192897709495 0.00961902101308611 -2.4215518206764
"36" "Acanthopoma_annectens" 0.140794376019205 0 NA 0.135317546418013 0.876976182316033 0.175322983967787 0.095968098640239 0.058428000388924 0.429333363104177 1.11394335230684 NA 1.18369912043097 -0.429929773643724 0.386864629715409 -2.90289166079724 -5.51739645559622 0.384113059046382 0.470136050029977 0.226192897709494 0.00961902101308528 -2.42155182067639
"37" "Acanthopsoides_delphax" 0.126516982791537 0 NA 0.199972204944608 0.992756394969354 0.227217398058438 0.0567665888603387 0.0432868622921231 0.31526835149921 0.845098040014257 NA 1.1452834282425 -0.401643950066774 0.334264268254938 -2.38852077471226 -3.96073399895642 0.266092868873829 0.305547009890682 0.128284624816608 0.00503120457288244 -1.16448036317483
"38" "Acanthopsoides_gracilentus" 0.132365727072141 0 0.0836399901970225 0.187251318799577 0.901383625966866 0.234162767183496 0.0760969891687799 0.0605888832134873 0.526959847506322 0.845098040014257 NA 1.1489273404694 -0.404244669273723 0.338774510898709 -2.430728575349 -4.07360465615687 0.274376443113412 0.316442587925419 0.133999936000176 0.00527959064580483 -1.22739554142638
"39" "Acanthopsoides_gracilis" 0.115897510275756 0.141359159316444 0.118285613955056 0.230668319299318 1.07833672462292 0.239321994768941 0.0779411421095519 0.0502268923453108 0.433317348010632 0.806179980455379 NA 1.1489273404694 -0.404244669273723 0.338774510898705 -2.430728575349 -4.07360465615686 0.274376443113415 0.316442587925412 0.133999936000172 0.0052795906458033 -1.22739554142637
"40" "Acanthopsoides_hapalias" 0.122089521135044 0.0921403865414051 0.173807462147658 0.191771625112613 0.958657265483087 0.229674575909975 0.0957780843165527 0.0581086307555265 0.404777889619326 NA NA 1.14969881424392 -0.404795262110897 0.339729290088223 -2.43966318818129 -4.09749448508612 0.276129667598113 0.318748534097359 0.135209415155956 0.00533215171519936 -1.24070841308229
"41" "Acanthopsoides_molobrion" 0.113939626711751 0.0422583281410507 0.152794885042752 0.160662290079095 0.840508091149982 0.199749463359881 0.0637259004501555 0.0460326792432325 0.609978226064678 0.740362689494244 NA 1.14969881424391 -0.404795262110893 0.339729290088225 -2.43966318818129 -4.09749448508612 0.276129667598115 0.318748534097366 0.135209415155955 0.00533215171520132 -1.24070841308229
"42" "Acanthorhodeus_chankaensis" 0.145276379889998 0.160727474822704 0.130090824268516 0.160727474822704 0.542094289389705 0.13256782909193 0.0950864425193587 0.0631723515227748 0.523196652374538 NA 1.69108147862641 1.14970735624461 -0.404801354362119 0.339739839738813 -2.43976182788135 -4.09775767930008 0.276148973169635 0.318773904213713 0.135222699920008 0.00533272853136917 -1.24085438846379
"43" "Acantopsis_dialuzona" 0.10288779461732 0 NA 0.249712751659114 1.02380047119451 0.29038758673498 0 0.0503632442872811 0.61153845868055 1.41497334797082 1.70757017609794 1.14970735624461 -0.404801354362123 0.339739839738814 -2.43976182788135 -4.09775767930009 0.276148973169638 0.31877390421371 0.135222699920004 0.00533272853136917 -1.24085438846379
"44" "Acantopsis_octoactinotos" 0.135675943420501 0 NA 0.233761353286011 1.04067803061804 0.236168764855558 0 0.0497869234845883 0.669202628185246 1.02530588089403 NA 1.12693154315135 -0.388197470680774 0.30952877956407 -2.14825450488008 -3.24684558112179 0.212222323045532 0.231041732280012 0.0847204197544826 0.00300989552635187 -0.616111153514927
"45" "Acantopsis_spectabilis" NA NA NA NA NA NA NA NA NA NA NA 1.12693154315135 -0.388197470680775 0.309528779564071 -2.14825450488008 -3.24684558112179 0.212222323045532 0.231041732280013 0.0847204197544825 0.00300989552635114 -0.616111153514923
"46" "Acapoeta_tanganicae" 0.149981972182285 0.137121622209953 0.176021470451658 0.162019459441991 0.648058347460356 0.145851178748032 0.0825511564478331 0.0728617705960783 0.574816945106335 NA 3.35237549500052 1.12710155040903 -0.388316210209867 0.309724510662552 -2.15002527538671 -3.25110988592031 0.212525917602122 0.231418451232631 0.0848913390552875 0.00301658939163552 -0.617603159969875
"47" "Acarichthys_heckelii" 0.10264964304243 0.133637315521824 0.0981025232530269 0.197494790618508 0.588780301444795 0.224013936305387 0.128235499302206 NA 0.647642660977139 1.31175386105575 2.44247976906445 1.12710155040903 -0.388316210209867 0.309724510662552 -2.15002527538671 -3.25110988592031 0.212525917602122 0.231418451232632 0.084891339055286 0.00301658939163625 -0.617603159969879
"48" "Acaronia_nassa" 0.179787521559634 0.144080631544532 0.203588956498665 0.183576113871015 0.511727115636378 0.203203086325756 0.161439917358198 0.124820804448584 0.444997519812856 1.23044892137827 2.28080591450827 1.13412681783741 -0.393254601758193 0.317977130109454 -2.22529550421611 -3.4362179281799 0.225771836718999 0.247999173451838 0.0925440500822153 0.00331908599048184 -0.685632347189249
"49" "Acaronia_vultuosa" 0.151731913196237 0.169456428430607 0.193800653418061 0.192233188105091 0.497465191217531 0.21084830373153 0.144246073217891 0.126877983418204 0.347682016884686 1.12057392493046 NA 1.13418538661149 -0.393295744581411 0.318045786594638 -2.22592118146017 -3.43775336617937 0.225881653693839 0.248136519692584 0.092607336072652 0.00332158535368056 -0.686193961346356
"50" "Acentrogobius_caninus" 0.124940407816938 0.127341760674747 0.201193041379967 0.174679696153945 0.743996999849555 0.213345183478471 0.159184495440852 0.0705446950807687 0.400452278001597 NA 1.72098573155524 1.13420128645169 -0.393306913507238 0.318064423737388 -2.22609102016283 -3.43817012950043 0.225911460794416 0.248173797915117 0.0926245121176733 0.00332226367085409 -0.686346377110452
"51" "Acentrogobius_chlorostigmatoides" 0.0691570994950323 0.151220444242383 0.209360594326382 0.211237128745833 0.721822975809943 0.22464157021241 0.23191539572259 0.0750260644225674 0.337490518144584 NA 1.48415742110523 1.13421852413331 -0.393319022119725 0.318084628592878 -2.22627514366964 -3.43862193583128 0.225943774013623 0.248214210043594 0.0926431317907884 0.00332299899297491 -0.686511600230856
"52" "Acentrogobius_janthinopterus" NA NA NA NA NA NA NA NA NA NA NA 1.13421852413331 -0.393319022119724 0.318084628592876 -2.22627514366964 -3.43862193583128 0.225943774013621 0.248214210043598 0.0926431317907808 0.00332299899297521 -0.686511600230858
"53" "Acentrogobius_nebulosus" 0.141727977669583 0.137330094744887 0.162246932956717 0.223677456621256 0.735838882673606 0.236873207691232 0.18959257764064 0.0844398873346091 0.487632346622519 1.27875360095283 NA 1.13421540490286 -0.393316832610916 0.318080980693113 -2.22624193083403 -3.43854062354528 0.225937961732135 0.248206947758192 0.0926397917503029 0.00332286721563142 -0.686482017679883
"54" "Acentrogobius_pellidebilis" 0.154898174333152 0.209462490690545 0.163456602757257 0.227159899255742 0.861248099095333 0.284984466827762 0.20059027812506 0.0862689478751018 0.400715386070569 NA NA 1.13423624287768 -0.39333147096678 0.318105409279544 -2.22646455792456 -3.4390869944393 0.225977039643448 0.248255823108152 0.0926623135118332 0.00332375669457753 -0.686681891245929
"55" "Acentrogobius_simplex" NA NA NA NA NA NA NA NA NA NA NA 1.13425538547983 -0.393344918338248 0.318127850303879 -2.22666907138796 -3.43958890960106 0.226012937939219 0.248300721615962 0.0926830027020859 0.00332457379669877 -0.68686550092645
"56" "Acentrogobius_viridipunctatus" 0.133258400440431 0.165330274670124 0.17273031898601 0.23322090291606 0.770789449047026 0.262518036556059 0.216639230450923 0.0782226490316183 0.529511703903394 NA NA 1.13427043290214 -0.393355488860487 0.318145490252673 -2.22682982989699 -3.43998343579203 0.226041155391178 0.248336013367291 0.0926992649159389 0.00332521605508931 -0.687009820892108
"57" "Acentronichthys_leptos" 0.0792131071602941 0.148385617926258 NA 0.199782699051687 0.931898393634918 0.230226582227441 0.182451804799178 0.0285694200140219 0.425066891244925 NA NA 1.13427357543169 -0.39335769641152 0.31814917413224 -2.22686340199147 -3.44006582514254 0.22604704804369 0.248343383282586 0.0927026608693195 0.00332535017337223 -0.687039957956631
"58" "Acestridium_dichromum" 0.140435753136182 0 0 0.16840443038939 1.09009109162765 0.25528901305934 0 0.0383609074790448 NA 0.86332287146773 NA 1.13427357543169 -0.393357696411519 0.31814917413224 -2.22686340199148 -3.44006582514254 0.22604704804369 0.248343383282581 0.0927026608693223 0.00332535017337407 -0.687039957956631
"59" "Acestridium_discus" 0.156514167836137 0 0 0.171616769479923 1.25602865736445 0.262041149557888 0 0.0329625094063721 NA 0.886490714414677 NA 1.13098297058211 -0.391043667732778 0.3142789644913 -2.19154690118505 -3.35310556953964 0.219822503541355 0.240547757526685 0.0891010769891596 0.00318291110676655 -0.654990193105683
"60" "Acestridium_martini" 0.160296991872449 0 0 0.216706155569666 1.25946493722232 0.276206411938949 0 0.0317348605251317 0.735399269962694 0.886490714414677 NA 1.13098874573816 -0.391047712860265 0.314285673418623 -2.19160781913135 -3.35325367775253 0.219833072687263 0.240560925378833 0.0891070990995405 0.00318314798249108 -0.655043213894974
"61" "Acestridium_triplax" 0.103677954810355 0 0 0.240787470279437 1.17423884001605 0.282600329209737 0.145818925266341 0.0364250447053955 0.565941426098239 0.816241312638363 NA 1.13098874573816 -0.391047712860265 0.314285673418623 -2.19160781913135 -3.35325367775253 0.219833072687265 0.240560925378833 0.0891070990995383 0.00318314798249097 -0.655043213894975
"62" "Acestrocephalus_anomalus" 0.162517036797103 0.201556751360121 0.257465970678074 0.201556751360121 0.667979317944213 0.207690303252839 0.0819652898335529 NA 0.634457403970958 1.32221929473392 NA 1.13056488594363 -0.39075071991704 0.313792733816499 -2.18712988651792 -3.3423543784243 0.219055079542822 0.239591198842476 0.0886632184880678 0.00316568002913152 -0.651131539887839
"63" "Acestrocephalus_boehlkei" 0.181391722594944 0.170759560276491 0.317983780919837 0.178943462015258 0.662500045731718 0.1682750016512 0.065719703811978 0.0578624706967429 0.647661210785925 1.16136800223497 NA 1.13068979409675 -0.390838219245067 0.313937885065304 -2.18844804787394 -3.34556022799221 0.219283869715004 0.239876280537956 0.0887936289710143 0.00317081032418122 -0.652280019365323
"64" "Acestrocephalus_pallidus" 0.181194660693811 0.176640243483461 0.356032641507331 0.187498116776647 0.660309103302469 0.186424463981131 0.0714054446282829 0.0696114749898812 0.685315123163338 0.848189128741058 NA 1.13073025659967 -0.390866564003977 0.313984907123163 -2.18887507645256 -3.34659883341538 0.219357992097608 0.23996864164052 0.0888358809712688 0.00317247253113563 -0.652652131317032
"65" "Acestrocephalus_sardina" 0.172084055744927 0.210668277281761 0.31013706370776 0.216537463543763 0.644793057936021 0.197351535953867 0.076780709459972 0.0586716215850343 0.678029671785944 1.22010809802019 1.87829193521738 1.13090155001414 -0.39098655612154 0.314183958334835 -2.19068270964177 -3.35099504899271 0.21967173347485 0.240359573771909 0.0890147107776092 0.00317950758261658 -0.654227005340187
"66" "Acestrorhynchus_abbreviatus" NA NA NA NA NA NA NA NA NA 1.49136169383427 2.49317910365249 1.13090155001414 -0.390986556121539 0.314183958334835 -2.19068270964177 -3.35099504899271 0.219671733474849 0.240359573771906 0.0890147107776086 0.00317950758261516 -0.654227005340186
"67" "Acestrorhynchus_altus" 0.143786333084615 0.189511906665467 0.365841122135915 0.204114817945407 0.666619807791269 0.196869265850752 0.0802450139252035 0.0683918711794524 0.693728820185698 1.3856062599629 NA 1.1349174314242 -0.394575332407405 0.324027647067401 -2.31248836653893 -4.15239176583869 0.300985630051159 0.50820746949474 0.00503711882664718 0.00122287240823663 -0.322262360641798
"68" "Acestrorhynchus_britskii" 0.161410121718292 0.185086064631126 0.342121068806832 0.185086064631126 0.761871140095537 0.191989293301875 0.072136219336248 0.0387790938836881 0.738663900018449 1.29003461136252 NA 1.1349174314242 -0.394575332407406 0.324027647067402 -2.31248836653893 -4.15239176583869 0.300985630051159 0.50820746949474 0.0050371188266471 0.00122287240823721 -0.322262360641796
"69" "Acestrorhynchus_falcatus" 0.143847836255843 0.182764929066686 0.349012818868795 0.213140814674128 0.750850870639105 0.217036627008278 0.0825832154888466 0.0667197418270624 0.700151428267797 NA 2.40823996531185 1.16651926684846 -0.418805132242382 0.374602363217212 -2.85734053835075 -6.79085796177582 0.551459210458342 1.24758599593743 -0.183863267780707 -0.0027183130471707 0.275507618384197
"70" "Acestrorhynchus_falcirostris" 0.164001887992762 0.215920009242193 0.407189570137158 0.225876865084725 0.836883604047536 0.235626712500148 0.0696478725246984 0.0544837653595484 0.67018590651052 1.66275783168157 NA 1.16651926684847 -0.418805132242382 0.374602363217213 -2.85734053835075 -6.79085796177582 0.551459210458342 1.24758599593743 -0.183863267780708 -0.00271831304716651 0.2755076183842
"71" "Acestrorhynchus_grandoculis" 0.159619798877185 0.186297162200495 0.389420420162155 0.215648157956542 0.854901162123881 0.248408055657257 0.0669137181960409 0.0588360098583213 0.751362266269642 1.07188201432605 NA 1.16691337758429 -0.419091992908867 0.375132711653482 -2.86261309017681 -6.81081824909981 0.553224603604301 1.25213766544491 -0.184693062308296 -0.0027318351376792 0.276999768629708
"72" "Acestrorhynchus_heterolepis" 0.163970383944708 0.177032592236779 0.408642115183959 0.193480645974355 0.786136888922117 0.178632554868835 0.0815084699831689 0.033603941579284 0.741598929257903 1.62117627384823 NA 1.16712774095573 -0.41924799084105 0.37542100300395 -2.86547850210863 -6.8216592285772 0.55418329753901 1.25460882953659 -0.185143353694977 -0.00273917108688003 0.277809086899117
"73" "Acestrorhynchus_isalineae" 0.185822267765237 0.178970841834253 0.40699139366774 0.19310168899151 0.869745815264357 0.221399304669804 0.0625992576126347 0.0538079758649042 0.723947521703923 1.0453229937119 NA 1.16712774095573 -0.41924799084105 0.37542100300395 -2.86547850210863 -6.82165922857719 0.554183297539011 1.25460882953659 -0.185143353694976 -0.00273917108687633 0.27780908689912
"74" "Acestrorhynchus_lacustris" 0.141124648808734 0.187733138203724 0.371656918770593 0.202353927732407 0.654008802171919 0.182496171811969 0.0746181439014708 0.0697795503878604 0.699812744922585 1.51587383360984 2.46389298898591 1.16700527095362 -0.41915886308115 0.375256278850863 -2.8638411909637 -6.81546396753571 0.553635421535932 1.25319654246029 -0.184885987269992 -0.0027349779969826 0.27734647591911
"75" "Acestrorhynchus_maculipinna" 0.180591760282358 0.20959934707749 0.441314568603263 0.20959934707749 0.881200586531456 0.235301424172686 0.0860997681015222 NA 0.679190075955834 0.94939001129857 NA 1.16700527095362 -0.419158863081151 0.375256278850863 -2.8638411909637 -6.8154639675357 0.553635421535932 1.25319654246029 -0.184885987269992 -0.00273497799697867 0.277346475919111
"76" "Acestrorhynchus_microlepis" 0.165532449419214 0.218673137457108 0.298085958304909 0.214029666272607 0.807773478213669 0.229312727365425 0.0692266046809629 0.0553374474933957 0.691358886649895 NA 2.36361197989214 1.18714153118654 -0.434684602549628 0.408051753394993 -3.21966416098858 -8.57034767337851 0.720969600086545 1.7509307141841 -0.313960825211085 -0.00544976615295666 0.692322529694844
"77" "Acestrorhynchus_minimus" 0.184412276863744 0.209630233192357 0.396420859040017 0.22457572885837 0.848587573897603 0.246989893234726 0.0846561566900161 0.0512803702503612 0.666303742574831 0.86332287146773 NA 1.18720841894886 -0.434734222372762 0.40814789376205 -3.22065204051487 -8.57452738695143 0.721352362129095 1.7519891742118 -0.314195207673043 -0.00545424644956326 0.692941684831709
